id,query,syntax,semantic,results,correctness level,normalized value
104,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra'",2,2,2,27,1
50,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra' ",2,2,2,27,1
10,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra'; ",2,2,2,27,1
352,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id == Teacher.teacher_id AND Teacher.name == 'Djoerd Hiemstra';",2,0,0,3,0.0769231
5,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = Teacher.teacher_id;",2,2,2,27,1
69,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = Teacher.teacher_id;",2,2,2,27,1
217,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme Where Teacher.name = Djoerd Hiemstra",0,0,0,1,0
323,"SELECT Theme.theme_id, Theme.name FROM Teacher.Theme WHERE Teacher.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
118,"SELECT Theme.theme_id, Theme.name FROM Theme INNER JOIN Teacher ON Teacher.teacher_id = Theme.teacher_id WHERE Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
355,"SELECT Theme.theme_id, Theme.name FROM Theme INNER JOIN Teacher ON Theme.teacher_id = Teacher.teacher_id WHERE Teacher.name == Djoerd Hiemstra"";""",2,0,0,3,0.0769231
129,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.name = Djored Hiemstra"";""",2,0,0,3,0.0769231
244,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.name ='Djoerd Hiemstra';",2,0,1,12,0.423077
109,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.name == 'Djoerd Hiemstra';",2,0,0,3,0.0769231
139,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.name=Djoerd Hiemstra"";""",2,0,0,3,0.0769231
88,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.teacher_id = ( SELECT Teacher.teacher_id FROM Teacher WHERE Teacher.name = 'Djoerd Hiemstra' )",2,2,2,27,1
87,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.teacher_id = ( Select teacher_id FROM Teacher WHERE Teacher.name = 'Djoerd Hiemstra') ;",2,2,2,27,1
293,"SELECT Theme.theme_id, Theme.name FROM Theme WHERE Theme.teacher_id = 2;",2,2,2,27,1
269,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
176,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id; ",2,2,2,27,1
123,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id; ",2,2,2,27,1
11,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = Teacher.teacher_id;",2,2,2,27,1
110,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = Teacher.teacher_id;",2,2,2,27,1
102,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = Teacher.teacher_id;",2,2,2,27,1
160,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name=Djoerd Hiemstra"" AND Teacher.teacher_id=Theme.teacher_id""",2,0,0,3,0.0769231
287,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Teacher.name='Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
329,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
28,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
13,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
21,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
276,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
99,"SELECT Theme.theme_id, Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra'; ",2,2,2,27,1
212,"SELECT Theme.theme_id, Theme.name FROM Theme,Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
239,"SELECT Theme.theme_id, Theme.name from Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra' ",2,0,1,12,0.423077
1,"SELECT Theme.theme_id,Theme.name FROM Teacher, Theme WHERE (Teacher.teacher_id=Theme.teacher_id AND Teacher.name='Djoerd Hiemstra');",2,2,2,27,1
245,"SELECT Theme.theme_id,Theme.name FROM Theme join Teacher on Teacher.teacher_id=Theme.teacher_id where Teacher.name='Djoerd Hiemstra'; SELECT Theme.theme_id,Theme.name FROM Teacher,Theme where Teacher.teacher_id=Theme.teacher_id and Teacher.name='Djoerd Hiemstra';",2,2,2,27,1
7,"SELECT Theme.theme_id,Theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
262,"SELECT Theme_id, Th.name FROM Theme Th, Teacher Te WHERE Te.name = Djoerd Hiemstra"" AND Te.teacher_id = Th.teacher_id ;""",2,0,0,3,0.0769231
82,"SELECT Theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.Teacher_id = Theme.Teacher_id AND Teacer.name = Djoerd Hiemstra"" ;""",2,0,0,3,0.0769231
226,"SELECT Theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
336,"SELECT Theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = '2';",2,2,2,27,1
337,"SELECT Theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = '2'; ",2,2,2,27,1
152,"SELECT Theme_id, name FROM Theme WHERE teacher_id = 2",2,2,2,27,1
203,"SELECT a.theme_id, a.name FROM Theme a, Teacher b WHERE a.teacher_id = b.teacher_id AND b.name = 'Djoerd Hiemstra'",2,2,2,27,1
68,"SELECT b.theme_id, b.name FROM Teacher a, Theme b WHERE a.teacher_id = b.teacher_id AND a.name = 'Djoerd Hiemstra';",2,2,2,27,1
26,"SELECT c1, c3 FROM Theme WHERE teacher_id = 2",2,0,0,3,0.0769231
255,SELECT name FROM Theme WHERE teacher_id = 2,2,0,1,12,0.423077
349,SELECT name FROM Theme WHERE teacher_id=2; SQL DB IR,0,0,0,1,0
91,"SELECT name, theme_id FROM Theme WHERE teacher_id = 2;",2,2,2,27,1
12,"SELECT name, theme_id FROM Theme WHERE teacher_id = 2;",2,2,2,27,1
187,"SELECT name, theme_id FROM Theme WHERE teacher_id = 2;",2,2,2,27,1
156,"SELECT teacher_id, name From Theme WHERE teacher_id = 2; ",2,0,0,3,0.0769231
311,"SELECT teacher_id,name FROM Theme WHERE teacher_id = 2;",2,0,0,3,0.0769231
211,"SELECT th.theme_id, th.name FROM Teacher Te, Theme Th WHERE Te.name = 'Djoerd Hiemstra' AND Te.teacher_id = Th.teacher_id;",2,2,2,27,1
128,"SELECT th.theme_id, th.name FROM Theme th Teacher te WHERE te.teacher_id = th.teacher_id AND te.name = 'Djoerd Hiemstra';",0,0,0,1,0
238,"SELECT theme.theme_id, theme.name FROM Teacher, Theme WHERE teacher.name == 'Djoerd Hiemstra';",2,0,0,3,0.0769231
313,"SELECT theme.theme_id, theme.name FROM Theme, Teacher WHERE Theme.teacher_id = Teacher.teacher_id AND teacher_id = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
297,SELECT theme_id AND name FROM Theme WHERE teacher_id = '2',2,0,0,3,0.0769231
320,"SELECT theme_id AND theme name FROM Teacher, Theme WHERE teacher name = Djoerd Hiemstra"" """,0,0,0,1,0
326,"SELECT theme_id FROM Teacher, AND name Djoerd Hoemsta",0,0,0,1,0
31,"SELECT theme_id FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = '2'",2,0,1,12,0.423077
215,SELECT theme_id FROM Theme WHERE name = 'Djoerd Hiemstra';,2,0,1,12,0.423077
291,SELECT theme_id FROM Theme WHERE name = 'Djoerd Hiemstra';,2,0,1,12,0.423077
89,SELECT theme_id FROM Theme WHERE teacher_id = '2',2,0,1,12,0.423077
314,SELECT theme_id FROM Theme WHERE teacher_id = 2,2,0,1,12,0.423077
225,SELECT theme_id FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
240,"SELECT theme_id FROM Theme, Teacher WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
54,SELECT theme_id WHERE thme_name='Djoerd Hiemstra';,2,0,0,3,0.0769231
205,"SELECT theme_id, A.name FROM Teacher A, Theme B WHERE A.name = 'Djoerd Hiermstra' AND A.teacher_id = B.teacher_id;",2,0,1,12,0.423077
23,"SELECT theme_id, A.name from Theme A, Teacher B where B.name='Djoerd Hiemstra' AND B.teacher_id=A.teacher_id;",2,2,2,27,1
171,"SELECT theme_id, B.name FROM Teacher A, Theme B WHERE A.teacher_id = B.teacher_id AND A.name = 'Djoerd Hiemstra';",2,2,2,27,1
204,"SELECT theme_id, C.name FROM Teacher A, Theme C WHERE A.name = 'Djoerd Hiemstra' AND C.teacher_id = 2;",2,2,2,27,1
51,"SELECT theme_id, TH.name FROM Theme TH, Teacher TE WHERE TE.name = 'Djoerd Hiemstra' AND TE.teacher_id = TH.teacher_ID;",2,2,2,27,1
241,"SELECT theme_id, TH.name FROM Theme TH, Teacher TE WHERE TE.name = 'Djoerd Hiemstra' AND TH.teacher_id = TE.teacher_id;",2,2,2,27,1
105,"SELECT theme_id, TH.name FROM Theme TH, Teacher TE WHERE TH.teacher_id = TE.teacher_id AND TE.name = 'Djoerd Hiemstra';",2,2,2,27,1
2,"SELECT theme_id, Teacher.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
292,"SELECT theme_id, Th.name FROM Teacher Te, Theme Th WHERE Te.name = 'Djoerd Hiemstra' AND Te.teacher_id = Th.teacher_id; ",2,2,2,27,1
4,"SELECT theme_id, Th.name FROM Teacher Te, Theme Th WHERE Te.teacher_id = Th.teacher_id AND Te.name = 'Djoerd Hiemstra';",2,2,2,27,1
